sgRNA	gene	Lib_isg_ctrl	Lib_isg_sort
brunello_FPR3_3	FPR3	6547	8270
brunello_FPR3_4	FPR3	2071	2101
brunello_FRMD3_1	FRMD3	7254	7409
brunello_FRMD3_2	FRMD3	2832	3321
brunello_FRMD3_3	FRMD3	4204	4739
brunello_FRMD3_4	FRMD3	7499	8128
brunello_FSCN1_1	FSCN1	1316	679
brunello_FSCN1_2	FSCN1	3297	3014
brunello_FSCN1_3	FSCN1	6777	6058
brunello_FSCN1_4	FSCN1	115	83
brunello_FST_1	FST	1432	825
brunello_FST_2	FST	3059	2195
brunello_FST_3	FST	5363	4391
brunello_FST_4	FST	1841	2094
brunello_FTL_1	FTL	2637	2213
brunello_FTL_2	FTL	3859	2951
brunello_FTL_3	FTL	2588	2078
brunello_FTL_4	FTL	2121	2012
brunello_FUCA1_1	FUCA1	4441	5680
brunello_FUCA1_2	FUCA1	2133	1696
brunello_FUCA1_3	FUCA1	5948	5536
brunello_FUCA1_4	FUCA1	5737	5514
brunello_FUT4_1	FUT4	3615	2619
brunello_FUT4_2	FUT4	793	530
brunello_FUT4_3	FUT4	7921	6375
brunello_FUT4_4	FUT4	4015	3672
brunello_FXYD6_1	FXYD6	5383	5737
brunello_FXYD6_2	FXYD6	5068	4737
brunello_FXYD6_3	FXYD6	5654	5803
brunello_FXYD6_4	FXYD6	3355	4014
brunello_FZD2_1	FZD2	3481	4650
brunello_FZD2_2	FZD2	3621	3728
brunello_FZD2_3	FZD2	2775	1538
brunello_FZD2_4	FZD2	7436	9220
brunello_FZD5_1	FZD5	3715	2947
brunello_FZD5_2	FZD5	4335	3926
brunello_FZD5_3	FZD5	2251	2726
brunello_FZD5_4	FZD5	4918	4768
brunello_G3BP1_1	G3BP1	3790	4605
brunello_G3BP1_2	G3BP1	4921	4302
brunello_G3BP1_3	G3BP1	2525	2943
brunello_G3BP1_4	G3BP1	1255	1075
brunello_G6PC_1	G6PC	1406	2785
brunello_G6PC_2	G6PC	3550	2990
brunello_G6PC_3	G6PC	2579	3292
brunello_G6PC_4	G6PC	3157	2664
brunello_GADD45B_1	GADD45B	5063	5233
brunello_GADD45B_2	GADD45B	4350	3593
brunello_GADD45B_3	GADD45B	2660	1675
brunello_GADD45B_4	GADD45B	6856	6336
brunello_GADD45G_1	GADD45G	2930	1710
brunello_GADD45G_2	GADD45G	2246	2875
brunello_GADD45G_3	GADD45G	3079	3498
brunello_GADD45G_4	GADD45G	5327	5435
brunello_GAK_1	GAK	5106	5293
brunello_GAK_2	GAK	2090	2777
brunello_GAK_3	GAK	1890	2876
brunello_GAK_4	GAK	6099	6517
brunello_GAL3ST1_1	GAL3ST1	870	479
brunello_GAL3ST1_2	GAL3ST1	5085	4808
brunello_GAL3ST1_3	GAL3ST1	3338	3508
brunello_GAL3ST1_4	GAL3ST1	4900	4574
brunello_GAL3ST4_1	GAL3ST4	3960	4078
brunello_GAL3ST4_2	GAL3ST4	2303	3181
brunello_GAL3ST4_3	GAL3ST4	1113	1060
brunello_GAL3ST4_4	GAL3ST4	4740	3710
brunello_GALM_1	GALM	3885	3179
brunello_GALM_2	GALM	1137	959
brunello_GALM_3	GALM	3723	4186
brunello_GALM_4	GALM	3656	3278
brunello_GALNT2_1	GALNT2	4508	3495
brunello_GALNT2_2	GALNT2	4134	4665
brunello_GALNT2_3	GALNT2	3779	3522
brunello_GALNT2_4	GALNT2	4516	3823
brunello_GAPT_1	GAPT	3444	2850
brunello_GAPT_2	GAPT	3036	2923
brunello_GAPT_3	GAPT	6244	4991
brunello_GAPT_4	GAPT	4332	2634
brunello_GAREM_1	GAREM	6452	5088
brunello_GAREM_2	GAREM	7418	6744
brunello_GAREM_3	GAREM	3962	3784
brunello_GAREM_4	GAREM	6397	8059
brunello_GART_1	GART	3160	3905
brunello_GART_2	GART	3108	3218
brunello_GART_3	GART	1885	3862
brunello_GART_4	GART	3201	2227
brunello_GATA2_1	GATA2	2166	2952
brunello_GATA2_2	GATA2	3367	3909
brunello_GATA2_3	GATA2	4416	4345
brunello_GATA2_4	GATA2	3461	3368
brunello_GBP1_1	GBP1	2418	1163
brunello_GBP1_2	GBP1	3224	2797
brunello_GBP1_3	GBP1	4773	3517
brunello_GBP1_4	GBP1	5122	6048
brunello_GBP2_1	GBP2	3863	3705
brunello_GBP2_2	GBP2	4191	4441
brunello_GBP2_3	GBP2	2403	657
brunello_GBP2_4	GBP2	2514	3262
brunello_GBP3_1	GBP3	1885	1951
brunello_GBP3_2	GBP3	4843	6690
brunello_GBP3_3	GBP3	5637	6479
brunello_GBP3_4	GBP3	2304	1034
brunello_GBP4_1	GBP4	4875	4070
brunello_GBP4_2	GBP4	5671	4273
brunello_GBP4_3	GBP4	5002	6422
brunello_GBP4_4	GBP4	3117	3162
brunello_GBP5_1	GBP5	1654	2496
brunello_GBP5_2	GBP5	6711	8063
brunello_GBP5_3	GBP5	467	323
brunello_GBP5_4	GBP5	1008	706
brunello_GBP6_1	GBP6	3850	2195
brunello_GBP6_2	GBP6	3718	4480
brunello_GBP6_3	GBP6	4800	3126
brunello_GBP6_4	GBP6	2684	1567
brunello_GBP7_1	GBP7	3999	4828
brunello_GBP7_2	GBP7	3439	2861
brunello_GBP7_3	GBP7	5128	6604
brunello_GBP7_4	GBP7	8368	8326
brunello_GCA_1	GCA	399	390
brunello_GCA_2	GCA	2242	3083
brunello_GCA_3	GCA	2604	3379
brunello_GCA_4	GCA	4746	5270
brunello_GCH1_1	GCH1	3159	4191
brunello_GCH1_2	GCH1	4985	4104
brunello_GCH1_3	GCH1	6269	7138
brunello_GCH1_4	GCH1	1879	2008
brunello_GCLC_1	GCLC	2551	1377
brunello_GCLC_2	GCLC	3606	4868
brunello_GCLC_3	GCLC	1873	2118
brunello_GCLC_4	GCLC	2585	4068
brunello_GCLM_1	GCLM	4653	4559
brunello_GCLM_2	GCLM	5120	5010
brunello_GCLM_3	GCLM	3292	2955
brunello_GCLM_4	GCLM	919	108
brunello_GCNT1_1	GCNT1	3736	4120
brunello_GCNT1_2	GCNT1	2721	3400
brunello_GCNT1_3	GCNT1	3779	4019
brunello_GCNT1_4	GCNT1	2687	2793
brunello_GCNT2_1	GCNT2	6668	6349
brunello_GCNT2_2	GCNT2	1213	2083
brunello_GCNT2_3	GCNT2	3660	3756
brunello_GCNT2_4	GCNT2	1749	957
brunello_GEM_1	GEM	3457	2802
brunello_GEM_2	GEM	7522	7880
brunello_GEM_3	GEM	5708	5885
brunello_GEM_4	GEM	2992	2129
brunello_GEMIN5_1	GEMIN5	2439	2281
brunello_GEMIN5_2	GEMIN5	2115	2470
brunello_GEMIN5_3	GEMIN5	1729	2126
brunello_GEMIN5_4	GEMIN5	258	539
brunello_GEN1_1	GEN1	4257	4199
brunello_GEN1_2	GEN1	5651	6213
brunello_GEN1_3	GEN1	5558	6262
brunello_GEN1_4	GEN1	2533	1411
brunello_GGT5_1	GGT5	3987	5817
brunello_GGT5_2	GGT5	4177	4723
brunello_GGT5_3	GGT5	1298	2697
brunello_GGT5_4	GGT5	5596	5810
brunello_GIMAP1-GIMAP5_1	GIMAP1-GIMAP5	4520	4291
brunello_GIMAP1-GIMAP5_2	GIMAP1-GIMAP5	3430	3610
brunello_GIMAP1-GIMAP5_3	GIMAP1-GIMAP5	2927	3795
brunello_GIMAP1-GIMAP5_4	GIMAP1-GIMAP5	5340	4697
brunello_GIMAP2_1	GIMAP2	4733	4804
brunello_GIMAP2_2	GIMAP2	5335	5609
brunello_GIMAP2_3	GIMAP2	2135	1785
brunello_GIMAP2_4	GIMAP2	4152	5307
brunello_GIMAP4_1	GIMAP4	4157	3208
brunello_GIMAP4_2	GIMAP4	5800	6118
brunello_GIMAP4_3	GIMAP4	2964	3708
brunello_GIMAP4_4	GIMAP4	4502	4049
brunello_GIMAP5_1	GIMAP5	6057	5717
brunello_GIMAP5_2	GIMAP5	4832	3983
brunello_GIMAP5_3	GIMAP5	3510	2192
brunello_GIMAP5_4	GIMAP5	7257	8662
brunello_GIMAP6_1	GIMAP6	1471	1501
brunello_GIMAP6_2	GIMAP6	1213	1634
brunello_GIMAP6_3	GIMAP6	5060	5118
brunello_GIMAP6_4	GIMAP6	3301	2742
brunello_GIMAP7_1	GIMAP7	1686	1084
brunello_GIMAP7_2	GIMAP7	4821	7404
brunello_GIMAP7_3	GIMAP7	4556	4438
brunello_GIMAP7_4	GIMAP7	3538	4072
brunello_GIMAP8_1	GIMAP8	1936	2186
brunello_GIMAP8_2	GIMAP8	9153	8706
brunello_GIMAP8_3	GIMAP8	4920	4505
brunello_GIMAP8_4	GIMAP8	5380	4609
brunello_GIN1_1	GIN1	2544	2376
brunello_GIN1_2	GIN1	2512	3097
brunello_GIN1_3	GIN1	2638	2856
brunello_GIN1_4	GIN1	2018	1707
brunello_GJA3_1	GJA3	461	58
brunello_GJA3_2	GJA3	2734	4060
brunello_GJA3_3	GJA3	1331	2978
brunello_GJA3_4	GJA3	2732	3056
brunello_GJA4_1	GJA4	4145	4215
brunello_GJA4_2	GJA4	4160	3500
brunello_GJA4_3	GJA4	5158	5260
brunello_GJA4_4	GJA4	3505	2831
brunello_GK_1	GK	5848	6306
brunello_GK_2	GK	4529	3803
brunello_GK_3	GK	6627	7825
brunello_GK_4	GK	1391	928
brunello_GLI3_1	GLI3	3310	4116
brunello_GLI3_2	GLI3	5645	3410
brunello_GLI3_3	GLI3	5625	7669
brunello_GLI3_4	GLI3	4501	4941
brunello_GLIPR2_1	GLIPR2	4368	4540
brunello_GLIPR2_2	GLIPR2	1051	1083
brunello_GLIPR2_3	GLIPR2	1219	350
brunello_GLIPR2_4	GLIPR2	3271	2742
brunello_GLRX_1	GLRX	486	371
brunello_GLRX_2	GLRX	4818	4783
brunello_GLRX_3	GLRX	3973	3349
brunello_GLRX_4	GLRX	3701	4417
brunello_GML_1	GML	3267	2940
brunello_GML_2	GML	1381	1327
brunello_GML_3	GML	2155	1318
brunello_GML_4	GML	2370	2450
brunello_GMPR_1	GMPR	5240	4174
brunello_GMPR_2	GMPR	2703	2035
brunello_GMPR_3	GMPR	3439	3612
brunello_GMPR_4	GMPR	5454	5631
brunello_GNB4_1	GNB4	4417	4974
brunello_GNB4_2	GNB4	0	0
brunello_GNB4_3	GNB4	2329	1832
brunello_GNB4_4	GNB4	1455	1411
brunello_GNG4_1	GNG4	7486	8345
brunello_GNG4_2	GNG4	4052	3266
brunello_GNG4_3	GNG4	5096	5214
brunello_GNG4_4	GNG4	3335	3422
brunello_GNMT_1	GNMT	3044	2886
brunello_GNMT_2	GNMT	4096	5431
brunello_GNMT_3	GNMT	6507	4898
brunello_GNMT_4	GNMT	3250	2221
brunello_GNRH1_1	GNRH1	3998	2887
brunello_GNRH1_2	GNRH1	2017	2210
brunello_GNRH1_3	GNRH1	4991	6182
brunello_GNRH1_4	GNRH1	8354	5380
brunello_GOLPH3L_1	GOLPH3L	3723	3471
brunello_GOLPH3L_2	GOLPH3L	2277	1824
brunello_GOLPH3L_3	GOLPH3L	3975	5350
brunello_GOLPH3L_4	GOLPH3L	1329	1140
brunello_GOSR1_1	GOSR1	2966	2640
brunello_GOSR1_2	GOSR1	4149	3709
brunello_GOSR1_3	GOSR1	4252	3075
brunello_GOSR1_4	GOSR1	899	622
brunello_GPBAR1_1	GPBAR1	5313	3768
brunello_GPBAR1_2	GPBAR1	4761	3846
brunello_GPBAR1_3	GPBAR1	3227	2753
brunello_GPBAR1_4	GPBAR1	2541	1606
brunello_GPC2_1	GPC2	5836	5394
brunello_GPC2_2	GPC2	2177	1194
brunello_GPC2_3	GPC2	3182	2489
brunello_GPC2_4	GPC2	3652	2669
brunello_GPD2_1	GPD2	2752	1732
brunello_GPD2_2	GPD2	6765	6479
brunello_GPD2_3	GPD2	4403	4659
brunello_GPD2_4	GPD2	4138	4387
brunello_GPNMB_1	GPNMB	10100	6612
brunello_GPNMB_2	GPNMB	2122	2168
brunello_GPNMB_3	GPNMB	3036	1563
brunello_GPNMB_4	GPNMB	3983	4055
brunello_GPR137B_1	GPR137B	1692	1212
brunello_GPR137B_2	GPR137B	3652	3100
brunello_GPR137B_3	GPR137B	1964	1630
brunello_GPR137B_4	GPR137B	4300	3428
brunello_GPR15_1	GPR15	4047	5016
brunello_GPR15_2	GPR15	3792	2618
brunello_GPR15_3	GPR15	2676	2844
brunello_GPR15_4	GPR15	3778	5389
brunello_GPR155_1	GPR155	2570	2413
brunello_GPR155_2	GPR155	1839	2104
brunello_GPR155_3	GPR155	1950	1536
brunello_GPR155_4	GPR155	4369	4179
brunello_GPR157_1	GPR157	2223	1601
brunello_GPR157_2	GPR157	5619	8225
brunello_GPR157_3	GPR157	3510	2173
brunello_GPR157_4	GPR157	5567	5883
brunello_GPR161_1	GPR161	3492	3291
brunello_GPR161_2	GPR161	2128	1608
brunello_GPR161_3	GPR161	7188	7655
brunello_GPR161_4	GPR161	2854	3641
brunello_GPR171_1	GPR171	7053	7355
brunello_GPR171_2	GPR171	1480	1396
brunello_GPR171_3	GPR171	5099	6112
brunello_GPR171_4	GPR171	2206	2819
brunello_GPR180_1	GPR180	1404	1963
brunello_GPR180_2	GPR180	2248	1905
brunello_GPR180_3	GPR180	8183	5575
brunello_GPR180_4	GPR180	1338	777
brunello_GPR31_1	GPR31	6759	9190
brunello_GPR31_2	GPR31	5295	5782
brunello_GPR31_3	GPR31	2313	1815
brunello_GPR31_4	GPR31	3544	3046
brunello_GPR33_1	GPR33	4985	5143
brunello_GPR33_2	GPR33	3007	3714
brunello_GPR33_3	GPR33	3198	4087
brunello_GPR33_4	GPR33	3893	4469
brunello_GPR35_1	GPR35	7041	6556
brunello_GPR35_2	GPR35	4727	3295
brunello_GPR35_3	GPR35	2477	2865
brunello_GPR35_4	GPR35	2588	2416
brunello_GPR68_1	GPR68	3970	5738
brunello_GPR68_2	GPR68	1975	3548
brunello_GPR68_3	GPR68	5291	4791
brunello_GPR68_4	GPR68	3633	3178
brunello_GPR84_1	GPR84	2013	1872
brunello_GPR84_2	GPR84	2624	1774
brunello_GPR84_3	GPR84	2656	1453
brunello_GPR84_4	GPR84	2997	3514
brunello_GPX2_1	GPX2	4590	3401
brunello_GPX2_2	GPX2	1640	1712
brunello_GPX2_3	GPX2	4356	3820
brunello_GPX2_4	GPX2	3662	3807
brunello_GRAMD1B_1	GRAMD1B	995	1058
brunello_GRAMD1B_2	GRAMD1B	4135	4425
brunello_GRAMD1B_3	GRAMD1B	5908	6888
brunello_GRAMD1B_4	GRAMD1B	4143	4051
brunello_GRASP_1	GRASP	3027	2484
brunello_GRASP_2	GRASP	2116	2263
brunello_GRASP_3	GRASP	2258	2266
brunello_GRASP_4	GRASP	2599	1340
brunello_GRB10_1	GRB10	5565	7009
brunello_GRB10_2	GRB10	1513	1181
brunello_GRB10_3	GRB10	5447	4565
brunello_GRB10_4	GRB10	6188	5340
brunello_GREM1_1	GREM1	3139	3600
brunello_GREM1_2	GREM1	3101	2487
brunello_GREM1_3	GREM1	6874	6417
brunello_GREM1_4	GREM1	3184	2334
brunello_GRHL1_1	GRHL1	1982	2693
brunello_GRHL1_2	GRHL1	1890	1563
brunello_GRHL1_3	GRHL1	4571	7265
brunello_GRHL1_4	GRHL1	3742	3709
brunello_GRIN2C_1	GRIN2C	936	703
brunello_GRIN2C_2	GRIN2C	4126	2884
brunello_GRIN2C_3	GRIN2C	3702	4358
brunello_GRIN2C_4	GRIN2C	2167	2257
brunello_GRIN3A_1	GRIN3A	3715	2772
brunello_GRIN3A_2	GRIN3A	3949	3680
brunello_GRIN3A_3	GRIN3A	2885	4016
brunello_GRIN3A_4	GRIN3A	2161	1380
brunello_GSDMD_1	GSDMD	1477	1378
brunello_GSDMD_2	GSDMD	5482	5557
brunello_GSDMD_3	GSDMD	4384	2552
brunello_GSDMD_4	GSDMD	4141	3828
brunello_GSG2_1	GSG2	6437	7104
brunello_GSG2_2	GSG2	2427	1936
brunello_GSG2_3	GSG2	1346	831
brunello_GSG2_4	GSG2	3138	2889
brunello_GTF2E1_1	GTF2E1	1507	1851
brunello_GTF2E1_2	GTF2E1	3937	3767
brunello_GTF2E1_3	GTF2E1	2888	3110
brunello_GTF2E1_4	GTF2E1	2853	4815
brunello_GTF2IRD1_1	GTF2IRD1	3360	2784
brunello_GTF2IRD1_2	GTF2IRD1	2342	2095
brunello_GTF2IRD1_3	GTF2IRD1	2499	2457
brunello_GTF2IRD1_4	GTF2IRD1	2314	3268
brunello_GTPBP1_1	GTPBP1	5340	5459
brunello_GTPBP1_2	GTPBP1	2451	2617
brunello_GTPBP1_3	GTPBP1	2509	2724
brunello_GTPBP1_4	GTPBP1	5982	6333
brunello_GTPBP2_1	GTPBP2	2436	1592
brunello_GTPBP2_2	GTPBP2	4380	3422
brunello_GTPBP2_3	GTPBP2	2695	3117
brunello_GTPBP2_4	GTPBP2	5280	4763
brunello_GUCY1A3_1	GUCY1A3	3951	3600
brunello_GUCY1A3_2	GUCY1A3	5947	3845
brunello_GUCY1A3_3	GUCY1A3	4182	3742
brunello_GUCY1A3_4	GUCY1A3	6900	5463
brunello_GZMB_1	GZMB	7182	7004
brunello_GZMB_2	GZMB	5821	7584
brunello_GZMB_3	GZMB	2473	1579
brunello_GZMB_4	GZMB	2294	2946
brunello_H1F0_1	H1F0	2550	3099
brunello_H1F0_2	H1F0	813	1311
brunello_H1F0_3	H1F0	2876	2812
brunello_H1F0_4	H1F0	1913	473
brunello_H3F3C_1	H3F3C	2193	1499
brunello_H3F3C_2	H3F3C	1862	1652
brunello_H3F3C_3	H3F3C	3777	3103
brunello_H3F3C_4	H3F3C	1227	1318
brunello_HAMP_1	HAMP	3179	3001
brunello_HAMP_2	HAMP	2134	1186
brunello_HAMP_3	HAMP	1527	889
brunello_HAMP_4	HAMP	7361	5967
brunello_HAPLN3_1	HAPLN3	4041	6198
brunello_HAPLN3_2	HAPLN3	5261	5226
brunello_HAPLN3_3	HAPLN3	2280	2312
brunello_HAPLN3_4	HAPLN3	2232	2690
brunello_HAVCR1_1	HAVCR1	4540	3536
brunello_HAVCR1_2	HAVCR1	1828	2206
brunello_HAVCR1_3	HAVCR1	3272	2435
brunello_HAVCR1_4	HAVCR1	4069	3602
brunello_HAVCR2_1	HAVCR2	6811	7331
brunello_HAVCR2_2	HAVCR2	5370	4277
brunello_HAVCR2_3	HAVCR2	2655	2055
brunello_HAVCR2_4	HAVCR2	3438	2312
brunello_HCAR2_1	HCAR2	5400	7079
brunello_HCAR2_2	HCAR2	3796	3066
brunello_HCAR2_3	HCAR2	6324	5534
brunello_HCAR2_4	HCAR2	2573	2752
brunello_HCN3_1	HCN3	3289	2869
brunello_HCN3_2	HCN3	4176	3237
brunello_HCN3_3	HCN3	3030	2307
brunello_HCN3_4	HCN3	5409	5620
brunello_HDX_1	HDX	6107	5250
brunello_HDX_2	HDX	3078	2540
brunello_HDX_3	HDX	5590	5875
brunello_HDX_4	HDX	3269	2065
brunello_HEG1_1	HEG1	5339	5795
brunello_HEG1_2	HEG1	1910	1928
brunello_HEG1_3	HEG1	6507	6397
brunello_HEG1_4	HEG1	3554	3927
brunello_HELB_1	HELB	2065	2111
brunello_HELB_2	HELB	3017	2920
brunello_HELB_3	HELB	2211	1484
brunello_HELB_4	HELB	3507	2750
brunello_HELZ2_1	HELZ2	4358	5982
brunello_HELZ2_2	HELZ2	6908	7610
brunello_HELZ2_3	HELZ2	3118	3231
brunello_HELZ2_4	HELZ2	867	703
brunello_HERC5_1	HERC5	6337	7672
brunello_HERC5_2	HERC5	3814	4430
brunello_HERC5_3	HERC5	5637	6256
brunello_HERC5_4	HERC5	4076	5864
brunello_HERC6_1	HERC6	4154	3262
brunello_HERC6_2	HERC6	6330	6157
brunello_HERC6_3	HERC6	4853	5393
brunello_HERC6_4	HERC6	2681	1920
brunello_HES1_1	HES1	5306	5397
brunello_HES1_2	HES1	6738	5430
brunello_HES1_3	HES1	5648	5429
brunello_HES1_4	HES1	2580	2631
brunello_HES2_1	HES2	1599	1949
brunello_HES2_2	HES2	550	273
brunello_HES2_3	HES2	3689	3654
brunello_HES2_4	HES2	4792	5433
brunello_HES4_1	HES4	3558	3338
brunello_HES4_2	HES4	5378	4487
brunello_HES4_3	HES4	3785	3414
brunello_HES4_4	HES4	5282	5640
brunello_HESX1_1	HESX1	2729	2763
brunello_HESX1_2	HESX1	2454	3901
brunello_HESX1_3	HESX1	2987	2582
brunello_HESX1_4	HESX1	5416	4866
brunello_HEXDC_1	HEXDC	7802	6637
brunello_HEXDC_2	HEXDC	4459	4973
brunello_HEXDC_3	HEXDC	4654	4079
brunello_HEXDC_4	HEXDC	9081	11250
brunello_HEY1_1	HEY1	1431	1061
brunello_HEY1_2	HEY1	4560	4597
brunello_HEY1_3	HEY1	4234	3488
brunello_HEY1_4	HEY1	3831	4813
brunello_HEY2_1	HEY2	4317	4032
brunello_HEY2_2	HEY2	3554	4558
brunello_HEY2_3	HEY2	2639	2745
brunello_HEY2_4	HEY2	4334	4836
brunello_HIC1_1	HIC1	2103	1523
brunello_HIC1_2	HIC1	6212	5776
brunello_HIC1_3	HIC1	2366	1356
brunello_HIC1_4	HIC1	4110	2943
brunello_HIP1_1	HIP1	1044	593
brunello_HIP1_2	HIP1	3563	2699
brunello_HIP1_3	HIP1	4334	3907
brunello_HIP1_4	HIP1	9828	8400
brunello_HIST1H1C_1	HIST1H1C	4568	7092
brunello_HIST1H1C_2	HIST1H1C	2650	2927
brunello_HIST1H1C_3	HIST1H1C	4196	5599
brunello_HIST1H1C_4	HIST1H1C	3072	2839
brunello_HIST1H1D_1	HIST1H1D	3626	4438
brunello_HIST1H1D_2	HIST1H1D	6103	9469
brunello_HIST1H1D_3	HIST1H1D	3155	3447
brunello_HIST1H1D_4	HIST1H1D	3116	2697
brunello_HIST1H1E_1	HIST1H1E	4959	6202
brunello_HIST1H1E_2	HIST1H1E	4681	3825
brunello_HIST1H1E_3	HIST1H1E	3724	3120
brunello_HIST1H1E_4	HIST1H1E	2448	750
brunello_HIST1H2AC_1	HIST1H2AC	4390	4402
brunello_HIST1H2AC_2	HIST1H2AC	3731	5565
brunello_HIST1H2AC_3	HIST1H2AC	3551	4229
brunello_HIST1H2AC_4	HIST1H2AC	4377	3314
brunello_HIST1H2BC_1	HIST1H2BC	3207	3035
brunello_HIST1H2BC_2	HIST1H2BC	3452	4796
brunello_HIST1H2BC_3	HIST1H2BC	3413	2640
brunello_HIST1H2BC_4	HIST1H2BC	2268	1630
brunello_HIST1H2BD_1	HIST1H2BD	2170	1598
brunello_HIST1H2BD_2	HIST1H2BD	2505	3029
brunello_HIST1H2BD_3	HIST1H2BD	1257	1772
brunello_HIST1H2BD_4	HIST1H2BD	2030	1526
brunello_HIST1H2BK_1	HIST1H2BK	2619	1875
brunello_HIST1H2BK_2	HIST1H2BK	2104	1916
brunello_HIST1H2BK_3	HIST1H2BK	1811	1511
brunello_HIST1H2BK_4	HIST1H2BK	2504	2930
brunello_HIST1H3D_1	HIST1H3D	4294	3587
brunello_HIST1H3D_2	HIST1H3D	5307	4670
brunello_HIST1H3D_3	HIST1H3D	2895	3193
brunello_HIST1H3D_4	HIST1H3D	2649	2391
brunello_HIST1H3E_1	HIST1H3E	3325	4038
brunello_HIST1H3E_2	HIST1H3E	3158	4316
brunello_HIST1H3E_3	HIST1H3E	5899	7384
brunello_HIST1H3E_4	HIST1H3E	4934	5515
brunello_HIST1H4H_1	HIST1H4H	8612	8757
brunello_HIST1H4H_2	HIST1H4H	2997	2538
brunello_HIST1H4H_3	HIST1H4H	4700	5017
brunello_HIST1H4H_4	HIST1H4H	4919	3537
brunello_HIST2H2AA3_1	HIST2H2AA3	2313	2496
brunello_HIST2H2AA3_2	HIST2H2AA3	2760	5171
brunello_HIST2H2AA3_3	HIST2H2AA3	3877	3483
brunello_HIST2H2AA3_4	HIST2H2AA3	4487	4596
brunello_HIST2H2AA4_1	HIST2H2AA4	3194	3141
brunello_HIST2H2AA4_2	HIST2H2AA4	646	302
brunello_HIST2H2AA4_3	HIST2H2AA4	2478	1501
brunello_HIST2H2AA4_4	HIST2H2AA4	3326	3514
brunello_HIST2H2AB_1	HIST2H2AB	4580	3854
brunello_HIST2H2AB_2	HIST2H2AB	3790	5054
brunello_HIST2H2AB_3	HIST2H2AB	4319	4663
brunello_HIST2H2AB_4	HIST2H2AB	3762	3562
brunello_HIST2H2AC_1	HIST2H2AC	2291	2500
brunello_HIST2H2AC_2	HIST2H2AC	2730	3011
brunello_HIST2H2AC_3	HIST2H2AC	2897	2161
brunello_HIST2H2AC_4	HIST2H2AC	1625	1878
brunello_HIST2H2BE_1	HIST2H2BE	1693	1547
brunello_HIST2H2BE_2	HIST2H2BE	1835	2512
brunello_HIST2H2BE_3	HIST2H2BE	519	641
brunello_HIST2H2BE_4	HIST2H2BE	2896	3090
brunello_HIST2H2BF_1	HIST2H2BF	1340	1203
brunello_HIST2H2BF_2	HIST2H2BF	1117	1203
brunello_HIST2H2BF_3	HIST2H2BF	1493	1282
brunello_HIST2H2BF_4	HIST2H2BF	596	518
brunello_HIST2H4A_1	HIST2H4A	4350	4501
brunello_HIST2H4A_2	HIST2H4A	4458	2968
brunello_HIST2H4A_3	HIST2H4A	874	706
brunello_HIST2H4A_4	HIST2H4A	2506	2187
brunello_HIVEP1_1	HIVEP1	6235	5701
brunello_HIVEP1_2	HIVEP1	3806	2532
brunello_HIVEP1_3	HIVEP1	2286	2163
brunello_HIVEP1_4	HIVEP1	5896	4280
brunello_HK2_1	HK2	1985	1965
brunello_HK2_2	HK2	5671	4821
brunello_HK2_3	HK2	3012	2413
brunello_HK2_4	HK2	3442	2589
brunello_HLA-A_1	HLA-A	5926	8972
brunello_HLA-A_2	HLA-A	4451	5055
brunello_HLA-A_3	HLA-A	5295	5521
brunello_HLA-A_4	HLA-A	3272	1733
brunello_HLA-B_1	HLA-B	4133	4239
brunello_HLA-B_2	HLA-B	7680	8565
brunello_HLA-B_3	HLA-B	2482	3658
brunello_HLA-B_4	HLA-B	3966	3529
brunello_HLA-C_1	HLA-C	4867	5146
brunello_HLA-C_2	HLA-C	3444	2887
brunello_HLA-C_3	HLA-C	4972	6190
brunello_HLA-C_4	HLA-C	6136	8479
brunello_HLA-DOB_1	HLA-DOB	4245	3218
brunello_HLA-DOB_2	HLA-DOB	5514	5093
brunello_HLA-DOB_3	HLA-DOB	3466	3839
brunello_HLA-DOB_4	HLA-DOB	4422	3959
brunello_HLA-DPA1_1	HLA-DPA1	4484	4040
brunello_HLA-DPA1_2	HLA-DPA1	4355	3954
brunello_HLA-DPA1_3	HLA-DPA1	6101	6021
brunello_HLA-DPA1_4	HLA-DPA1	8761	9355
brunello_HLA-DQA1_1	HLA-DQA1	7588	9184
brunello_HLA-DQA1_2	HLA-DQA1	4472	2789
brunello_HLA-DQA1_3	HLA-DQA1	5783	4154
brunello_HLA-DQA1_4	HLA-DQA1	3058	2893
brunello_HLA-DRA_1	HLA-DRA	3748	2925
brunello_HLA-DRA_2	HLA-DRA	5443	4406
brunello_HLA-DRA_3	HLA-DRA	6619	6962
brunello_HLA-DRA_4	HLA-DRA	4293	4141
brunello_HLA-E_1	HLA-E	1402	1489
brunello_HLA-E_2	HLA-E	2282	2891
brunello_HLA-E_3	HLA-E	4694	5078
brunello_HLA-E_4	HLA-E	5175	6331
brunello_HLA-F_1	HLA-F	3253	3430
brunello_HLA-F_2	HLA-F	6285	4817
brunello_HLA-F_3	HLA-F	208	332
brunello_HLA-F_4	HLA-F	3593	3608
brunello_HLA-G_1	HLA-G	2775	3389
brunello_HLA-G_2	HLA-G	2078	1775
brunello_HLA-G_3	HLA-G	3257	4576
brunello_HLA-G_4	HLA-G	3946	3278
brunello_HMOX1_1	HMOX1	3921	4757
