sgRNA	gene	Lib_isg_ctrl	Lib_isg_sort
brunello_TREM2_1	TREM2	4962	5104
brunello_TREM2_2	TREM2	1817	1332
brunello_TREM2_3	TREM2	2862	1071
brunello_TREM2_4	TREM2	2754	3842
brunello_TREX1_1	TREX1	3130	3552
brunello_TREX1_2	TREX1	5311	3711
brunello_TREX1_3	TREX1	1465	1340
brunello_TREX1_4	TREX1	4575	3978
brunello_TRIB2_1	TRIB2	3959	4320
brunello_TRIB2_2	TRIB2	3292	2843
brunello_TRIB2_3	TRIB2	2893	3108
brunello_TRIB2_4	TRIB2	1858	3176
brunello_TRIB3_1	TRIB3	4038	4392
brunello_TRIB3_2	TRIB3	3157	2357
brunello_TRIB3_3	TRIB3	1679	1649
brunello_TRIB3_4	TRIB3	4973	4201
brunello_TRIM14_1	TRIM14	3522	4808
brunello_TRIM14_2	TRIM14	2857	3058
brunello_TRIM14_3	TRIM14	1005	1149
brunello_TRIM14_4	TRIM14	2098	2537
brunello_TRIM21_1	TRIM21	248	561
brunello_TRIM21_2	TRIM21	214	373
brunello_TRIM21_3	TRIM21	4150	4664
brunello_TRIM21_4	TRIM21	7614	7445
brunello_TRIM22_1	TRIM22	1149	1086
brunello_TRIM22_2	TRIM22	1097	799
brunello_TRIM22_3	TRIM22	5416	3025
brunello_TRIM22_4	TRIM22	4699	3059
brunello_TRIM25_1	TRIM25	2783	2232
brunello_TRIM25_2	TRIM25	2607	1667
brunello_TRIM25_3	TRIM25	6328	7519
brunello_TRIM25_4	TRIM25	2129	2375
brunello_TRIM31_1	TRIM31	6633	5743
brunello_TRIM31_2	TRIM31	6299	4923
brunello_TRIM31_3	TRIM31	1632	1174
brunello_TRIM31_4	TRIM31	3537	3396
brunello_TRIM34_1	TRIM34	2254	3087
brunello_TRIM34_2	TRIM34	1292	1698
brunello_TRIM34_3	TRIM34	3757	4024
brunello_TRIM34_4	TRIM34	3908	5129
brunello_TRIM36_1	TRIM36	2292	3024
brunello_TRIM36_2	TRIM36	4996	6110
brunello_TRIM36_3	TRIM36	8605	7200
brunello_TRIM36_4	TRIM36	6565	6313
brunello_TRIM38_1	TRIM38	6163	4138
brunello_TRIM38_2	TRIM38	3928	4006
brunello_TRIM38_3	TRIM38	1930	3619
brunello_TRIM38_4	TRIM38	1535	2119
brunello_TRIM5_1	TRIM5	3016	4606
brunello_TRIM5_2	TRIM5	3218	3921
brunello_TRIM5_3	TRIM5	1668	2721
brunello_TRIM5_4	TRIM5	3172	2580
brunello_TRIM56_1	TRIM56	4383	4410
brunello_TRIM56_2	TRIM56	904	567
brunello_TRIM56_3	TRIM56	4390	4225
brunello_TRIM56_4	TRIM56	6918	9156
brunello_TRIM6_1	TRIM6	2480	2761
brunello_TRIM6_2	TRIM6	3520	2714
brunello_TRIM6_3	TRIM6	6599	6174
brunello_TRIM6_4	TRIM6	4354	3094
brunello_TRIM6-TRIM34_1	TRIM6-TRIM34	2029	2900
brunello_TRIM6-TRIM34_2	TRIM6-TRIM34	3378	4406
brunello_TRIM6-TRIM34_3	TRIM6-TRIM34	5805	4726
brunello_TRIM6-TRIM34_4	TRIM6-TRIM34	4644	4177
brunello_TRIM68_1	TRIM68	5423	5006
brunello_TRIM68_2	TRIM68	5830	6356
brunello_TRIM68_3	TRIM68	5726	5340
brunello_TRIM68_4	TRIM68	4314	3278
brunello_TRIM69_1	TRIM69	2331	2822
brunello_TRIM69_2	TRIM69	4320	3375
brunello_TRIM69_3	TRIM69	2308	2505
brunello_TRIM69_4	TRIM69	0	101
brunello_TRIP6_1	TRIP6	8916	9194
brunello_TRIP6_2	TRIP6	5613	4850
brunello_TRIP6_3	TRIP6	2975	2592
brunello_TRIP6_4	TRIP6	2767	2072
brunello_TRMT1L_1	TRMT1L	4346	3581
brunello_TRMT1L_2	TRMT1L	2805	3902
brunello_TRMT1L_3	TRMT1L	1154	654
brunello_TRMT1L_4	TRMT1L	2105	2093
brunello_TRMT5_1	TRMT5	2295	2169
brunello_TRMT5_2	TRMT5	3296	3706
brunello_TRMT5_3	TRMT5	3087	3985
brunello_TRMT5_4	TRMT5	3122	2096
brunello_TRNT1_1	TRNT1	2597	1805
brunello_TRNT1_2	TRNT1	1457	2039
brunello_TRNT1_3	TRNT1	3177	3163
brunello_TRNT1_4	TRNT1	1701	2146
brunello_TRPA1_1	TRPA1	3899	4646
brunello_TRPA1_2	TRPA1	5486	5799
brunello_TRPA1_3	TRPA1	1446	2040
brunello_TRPA1_4	TRPA1	1558	1061
brunello_TRPC3_1	TRPC3	4847	3949
brunello_TRPC3_2	TRPC3	4154	4454
brunello_TRPC3_3	TRPC3	2358	3120
brunello_TRPC3_4	TRPC3	2971	2903
brunello_TSACC_1	TSACC	1293	1231
brunello_TSACC_2	TSACC	2909	2774
brunello_TSACC_3	TSACC	3414	2856
brunello_TSACC_4	TSACC	7156	8172
brunello_TTC21A_1	TTC21A	3645	3685
brunello_TTC21A_2	TTC21A	4355	3704
brunello_TTC21A_3	TTC21A	2889	2244
brunello_TTC21A_4	TTC21A	891	736
brunello_TTC26_1	TTC26	5383	5851
brunello_TTC26_2	TTC26	4451	5364
brunello_TTC26_3	TTC26	2917	3017
brunello_TTC26_4	TTC26	5442	5155
brunello_TTC39B_1	TTC39B	6572	5425
brunello_TTC39B_2	TTC39B	3490	2557
brunello_TTC39B_3	TTC39B	694	748
brunello_TTC39B_4	TTC39B	3634	4103
brunello_TTC7B_1	TTC7B	4836	3138
brunello_TTC7B_2	TTC7B	3998	3917
brunello_TTC7B_3	TTC7B	3733	3577
brunello_TTC7B_4	TTC7B	5605	5143
brunello_TUBB1_1	TUBB1	3332	3722
brunello_TUBB1_2	TUBB1	6206	6393
brunello_TUBB1_3	TUBB1	4960	3260
brunello_TUBB1_4	TUBB1	1838	2444
brunello_TUFT1_1	TUFT1	91	89
brunello_TUFT1_2	TUFT1	3486	2991
brunello_TUFT1_3	TUFT1	6339	5879
brunello_TUFT1_4	TUFT1	3714	4058
brunello_TXNDC17_1	TXNDC17	4470	4617
brunello_TXNDC17_2	TXNDC17	3354	2899
brunello_TXNDC17_3	TXNDC17	2184	1380
brunello_TXNDC17_4	TXNDC17	5161	5133
brunello_TXNIP_1	TXNIP	2293	2765
brunello_TXNIP_2	TXNIP	5231	4138
brunello_TXNIP_3	TXNIP	2294	3417
brunello_TXNIP_4	TXNIP	5336	6008
brunello_TXNRD1_1	TXNRD1	3414	2258
brunello_TXNRD1_2	TXNRD1	2208	1636
brunello_TXNRD1_3	TXNRD1	2860	2220
brunello_TXNRD1_4	TXNRD1	1586	2224
brunello_TYMP_1	TYMP	1974	1811
brunello_TYMP_2	TYMP	4304	5093
brunello_TYMP_3	TYMP	1183	1394
brunello_TYMP_4	TYMP	5753	5986
brunello_TYRO3_1	TYRO3	2114	2493
brunello_TYRO3_2	TYRO3	3464	5630
brunello_TYRO3_3	TYRO3	7288	7301
brunello_TYRO3_4	TYRO3	2778	1631
brunello_UBA6_1	UBA6	4111	5801
brunello_UBA6_2	UBA6	3225	4312
brunello_UBA6_3	UBA6	4279	5167
brunello_UBA6_4	UBA6	2868	2341
brunello_UBA7_1	UBA7	4051	3181
brunello_UBA7_2	UBA7	4236	4092
brunello_UBA7_3	UBA7	3175	4158
brunello_UBA7_4	UBA7	4088	3499
brunello_UBD_1	UBD	223	218
brunello_UBD_2	UBD	2404	1314
brunello_UBD_3	UBD	6634	7245
brunello_UBD_4	UBD	7319	5839
brunello_UBE2L6_1	UBE2L6	1548	2332
brunello_UBE2L6_2	UBE2L6	4436	4779
brunello_UBE2L6_3	UBE2L6	4877	5399
brunello_UBE2L6_4	UBE2L6	1646	1095
brunello_UBE2QL1_1	UBE2QL1	4842	3370
brunello_UBE2QL1_2	UBE2QL1	2914	4189
brunello_UBE2QL1_3	UBE2QL1	773	777
brunello_UBE2QL1_4	UBE2QL1	5835	5346
brunello_UBE2S_1	UBE2S	2314	2000
brunello_UBE2S_2	UBE2S	2980	3301
brunello_UBE2S_3	UBE2S	2297	1432
brunello_UBE2S_4	UBE2S	1190	508
brunello_UBE2Z_1	UBE2Z	6098	6488
brunello_UBE2Z_2	UBE2Z	2906	2989
brunello_UBE2Z_3	UBE2Z	498	1139
brunello_UBE2Z_4	UBE2Z	2596	1813
brunello_UBFD1_1	UBFD1	1421	1578
brunello_UBFD1_2	UBFD1	4602	4658
brunello_UBFD1_3	UBFD1	1288	2335
brunello_UBFD1_4	UBFD1	4249	3642
brunello_UBQLNL_1	UBQLNL	4824	3884
brunello_UBQLNL_2	UBQLNL	1759	1602
brunello_UBQLNL_3	UBQLNL	3962	2631
brunello_UBQLNL_4	UBQLNL	5994	5745
brunello_UBTD2_1	UBTD2	5383	5716
brunello_UBTD2_2	UBTD2	4736	4653
brunello_UBTD2_3	UBTD2	2121	2749
brunello_UBTD2_4	UBTD2	3570	3138
brunello_UCP3_1	UCP3	4332	5224
brunello_UCP3_2	UCP3	1683	1303
brunello_UCP3_3	UCP3	2914	2726
brunello_UCP3_4	UCP3	2295	2161
brunello_UGDH_1	UGDH	3093	2949
brunello_UGDH_2	UGDH	4576	5733
brunello_UGDH_3	UGDH	5231	5904
brunello_UGDH_4	UGDH	4626	4542
brunello_UGT1A1_1	UGT1A1	5317	6102
brunello_UGT1A1_2	UGT1A1	4716	4052
brunello_UGT1A1_3	UGT1A1	1134	402
brunello_UGT1A1_4	UGT1A1	1784	1816
brunello_UGT1A10_1	UGT1A10	3311	4089
brunello_UGT1A10_2	UGT1A10	3469	3499
brunello_UGT1A10_3	UGT1A10	3643	2989
brunello_UGT1A10_4	UGT1A10	1644	1457
brunello_UGT1A3_1	UGT1A3	3397	4780
brunello_UGT1A3_2	UGT1A3	3495	2432
brunello_UGT1A3_3	UGT1A3	3751	4774
brunello_UGT1A3_4	UGT1A3	3502	3603
brunello_UGT1A4_1	UGT1A4	3893	5343
brunello_UGT1A4_2	UGT1A4	5859	5340
brunello_UGT1A4_3	UGT1A4	700	1473
brunello_UGT1A4_4	UGT1A4	4743	6956
brunello_UGT1A5_1	UGT1A5	3700	2802
brunello_UGT1A5_2	UGT1A5	750	760
brunello_UGT1A5_3	UGT1A5	4822	4942
brunello_UGT1A5_4	UGT1A5	3836	4204
brunello_UGT1A6_1	UGT1A6	1584	3067
brunello_UGT1A6_2	UGT1A6	2002	2828
brunello_UGT1A6_3	UGT1A6	2852	2681
brunello_UGT1A6_4	UGT1A6	1027	864
brunello_UGT1A7_1	UGT1A7	4247	3065
brunello_UGT1A7_2	UGT1A7	1262	1186
brunello_UGT1A7_3	UGT1A7	1578	1589
brunello_UGT1A7_4	UGT1A7	3421	2787
brunello_UGT1A8_1	UGT1A8	3113	2997
brunello_UGT1A8_2	UGT1A8	2124	1791
brunello_UGT1A8_3	UGT1A8	3564	4890
brunello_UGT1A8_4	UGT1A8	2437	1616
brunello_UGT1A9_1	UGT1A9	2558	2694
brunello_UGT1A9_2	UGT1A9	1867	1930
brunello_UGT1A9_3	UGT1A9	2491	3728
brunello_UGT1A9_4	UGT1A9	392	275
brunello_ULK4_1	ULK4	824	848
brunello_ULK4_2	ULK4	3438	4398
brunello_ULK4_3	ULK4	5162	3532
brunello_ULK4_4	ULK4	3451	2648
brunello_UNC93B1_1	UNC93B1	3338	2788
brunello_UNC93B1_2	UNC93B1	1687	1196
brunello_UNC93B1_3	UNC93B1	5511	6446
brunello_UNC93B1_4	UNC93B1	3143	3225
brunello_UPB1_1	UPB1	2079	2313
brunello_UPB1_2	UPB1	7130	7728
brunello_UPB1_3	UPB1	5145	6305
brunello_UPB1_4	UPB1	6290	7839
brunello_UPP2_1	UPP2	3198	3754
brunello_UPP2_2	UPP2	5014	5624
brunello_UPP2_3	UPP2	6200	6040
brunello_UPP2_4	UPP2	3399	3250
brunello_USP18_1	USP18	6877	5281
brunello_USP18_2	USP18	2843	2325
brunello_USP18_3	USP18	3086	1267
brunello_USP18_4	USP18	3852	5344
brunello_USP25_1	USP25	3699	4435
brunello_USP25_2	USP25	5570	6183
brunello_USP25_3	USP25	3456	3323
brunello_USP25_4	USP25	980	1369
brunello_USP37_1	USP37	1759	1242
brunello_USP37_2	USP37	467	1208
brunello_USP37_3	USP37	778	1086
brunello_USP37_4	USP37	921	993
brunello_USP44_1	USP44	5934	4543
brunello_USP44_2	USP44	5565	5644
brunello_USP44_3	USP44	4755	5477
brunello_USP44_4	USP44	1808	1614
brunello_UST_1	UST	5321	5259
brunello_UST_2	UST	2996	4161
brunello_UST_3	UST	2210	2031
brunello_UST_4	UST	4467	2465
brunello_VAMP5_1	VAMP5	4314	3185
brunello_VAMP5_2	VAMP5	2660	2228
brunello_VAMP5_3	VAMP5	4539	3045
brunello_VAMP5_4	VAMP5	3887	4233
brunello_VASH1_1	VASH1	8894	10261
brunello_VASH1_2	VASH1	5154	3483
brunello_VASH1_3	VASH1	2762	2209
brunello_VASH1_4	VASH1	2156	2171
brunello_VEGFA_1	VEGFA	6411	8041
brunello_VEGFA_2	VEGFA	3832	4692
brunello_VEGFA_3	VEGFA	3407	3842
brunello_VEGFA_4	VEGFA	2982	2357
brunello_VEGFC_1	VEGFC	8547	8946
brunello_VEGFC_2	VEGFC	1558	885
brunello_VEGFC_3	VEGFC	3860	2535
brunello_VEGFC_4	VEGFC	2871	3544
brunello_VGF_1	VGF	7167	7378
brunello_VGF_2	VGF	2967	4176
brunello_VGF_3	VGF	2722	2915
brunello_VGF_4	VGF	6800	5897
brunello_VGLL2_1	VGLL2	5655	5674
brunello_VGLL2_2	VGLL2	4107	3987
brunello_VGLL2_3	VGLL2	2988	4246
brunello_VGLL2_4	VGLL2	2899	5204
brunello_VMO1_1	VMO1	2390	2380
brunello_VMO1_2	VMO1	5191	3228
brunello_VMO1_3	VMO1	5277	4693
brunello_VMO1_4	VMO1	4202	4141
brunello_VMP1_1	VMP1	2645	2514
brunello_VMP1_2	VMP1	2817	1283
brunello_VMP1_3	VMP1	1220	718
brunello_VMP1_4	VMP1	1504	751
brunello_VRK2_1	VRK2	3908	3750
brunello_VRK2_2	VRK2	4119	4259
brunello_VRK2_3	VRK2	4122	5474
brunello_VRK2_4	VRK2	2478	2408
brunello_VWCE_1	VWCE	3069	3942
brunello_VWCE_2	VWCE	2694	3532
brunello_VWCE_3	VWCE	5119	5360
brunello_VWCE_4	VWCE	4568	4190
brunello_WARS_1	WARS	6054	3051
brunello_WARS_2	WARS	1704	2508
brunello_WARS_3	WARS	1001	1099
brunello_WARS_4	WARS	1078	795
brunello_WDFY1_1	WDFY1	2328	2126
brunello_WDFY1_2	WDFY1	4010	4550
brunello_WDFY1_3	WDFY1	5915	7413
brunello_WDFY1_4	WDFY1	3844	2730
brunello_WDR5B_1	WDR5B	1691	1805
brunello_WDR5B_2	WDR5B	3785	2583
brunello_WDR5B_3	WDR5B	3291	2319
brunello_WDR5B_4	WDR5B	6763	5590
brunello_WHAMM_1	WHAMM	2947	5159
brunello_WHAMM_2	WHAMM	1796	1833
brunello_WHAMM_3	WHAMM	4699	3793
brunello_WHAMM_4	WHAMM	4419	6517
brunello_WIPF1_1	WIPF1	5095	4375
brunello_WIPF1_2	WIPF1	7673	6889
brunello_WIPF1_3	WIPF1	3052	2420
brunello_WIPF1_4	WIPF1	5256	5629
brunello_WLS_1	WLS	3613	3761
brunello_WLS_2	WLS	3507	3688
brunello_WLS_3	WLS	1634	1767
brunello_WLS_4	WLS	2605	2484
brunello_WNT1_1	WNT1	1236	1365
brunello_WNT1_2	WNT1	3925	4189
brunello_WNT1_3	WNT1	5307	5731
brunello_WNT1_4	WNT1	2667	1768
brunello_WNT10A_1	WNT10A	3776	4081
brunello_WNT10A_2	WNT10A	6611	6553
brunello_WNT10A_3	WNT10A	6997	6652
brunello_WNT10A_4	WNT10A	5247	4996
brunello_WNT5A_1	WNT5A	4050	3302
brunello_WNT5A_2	WNT5A	1633	1069
brunello_WNT5A_3	WNT5A	5084	3026
brunello_WNT5A_4	WNT5A	1738	2278
brunello_XAF1_1	XAF1	1725	1500
brunello_XAF1_2	XAF1	1537	362
brunello_XAF1_3	XAF1	3186	2709
brunello_XAF1_4	XAF1	3508	4116
brunello_XDH_1	XDH	2357	2617
brunello_XDH_2	XDH	6927	5883
brunello_XDH_3	XDH	6328	5395
brunello_XDH_4	XDH	4160	4500
brunello_XRN1_1	XRN1	1511	719
brunello_XRN1_2	XRN1	2043	1847
brunello_XRN1_3	XRN1	3005	3143
brunello_XRN1_4	XRN1	981	953
brunello_YAE1D1_1	YAE1D1	986	944
brunello_YAE1D1_2	YAE1D1	2911	3188
brunello_YAE1D1_3	YAE1D1	1898	1614
brunello_YAE1D1_4	YAE1D1	2307	2378
brunello_YAP1_1	YAP1	5252	3060
brunello_YAP1_2	YAP1	3613	2295
brunello_YAP1_3	YAP1	5454	4570
brunello_YAP1_4	YAP1	6598	5410
brunello_YBX3_1	YBX3	3326	3499
brunello_YBX3_2	YBX3	4747	3026
brunello_YBX3_3	YBX3	3112	2053
brunello_YBX3_4	YBX3	422	373
brunello_YEATS2_1	YEATS2	1738	1154
brunello_YEATS2_2	YEATS2	1253	1143
brunello_YEATS2_3	YEATS2	3814	3750
brunello_YEATS2_4	YEATS2	2474	3177
brunello_YJEFN3_1	YJEFN3	2065	2255
brunello_YJEFN3_2	YJEFN3	8163	6558
brunello_YJEFN3_3	YJEFN3	1290	894
brunello_YJEFN3_4	YJEFN3	6336	7671
brunello_YPEL4_1	YPEL4	2826	1895
brunello_YPEL4_2	YPEL4	3646	3570
brunello_YPEL4_3	YPEL4	5113	6963
brunello_YPEL4_4	YPEL4	726	831
brunello_ZBED1_1	ZBED1	2719	1830
brunello_ZBED1_2	ZBED1	32	0
brunello_ZBED1_3	ZBED1	6402	6072
brunello_ZBED1_4	ZBED1	2280	1753
brunello_ZBP1_1	ZBP1	2325	2448
brunello_ZBP1_2	ZBP1	5922	6227
brunello_ZBP1_3	ZBP1	4446	3196
brunello_ZBP1_4	ZBP1	2278	1954
brunello_ZBTB21_1	ZBTB21	5341	4297
brunello_ZBTB21_2	ZBTB21	6822	5270
brunello_ZBTB21_3	ZBTB21	3478	3622
brunello_ZBTB21_4	ZBTB21	4444	3138
brunello_ZBTB43_1	ZBTB43	5772	4997
brunello_ZBTB43_2	ZBTB43	4076	4313
brunello_ZBTB43_3	ZBTB43	3943	4428
brunello_ZBTB43_4	ZBTB43	2928	2370
brunello_ZBTB46_1	ZBTB46	4243	3110
brunello_ZBTB46_2	ZBTB46	3561	4928
brunello_ZBTB46_3	ZBTB46	8129	7288
brunello_ZBTB46_4	ZBTB46	2283	1375
brunello_ZBTB6_1	ZBTB6	6300	8918
brunello_ZBTB6_2	ZBTB6	2341	2385
brunello_ZBTB6_3	ZBTB6	6222	5398
brunello_ZBTB6_4	ZBTB6	2558	2123
brunello_ZBTB9_1	ZBTB9	1667	1273
brunello_ZBTB9_2	ZBTB9	3342	2996
brunello_ZBTB9_3	ZBTB9	2949	3596
brunello_ZBTB9_4	ZBTB9	3552	2901
brunello_ZC3H12A_1	ZC3H12A	2436	3318
brunello_ZC3H12A_2	ZC3H12A	1341	1841
brunello_ZC3H12A_3	ZC3H12A	4156	4361
brunello_ZC3H12A_4	ZC3H12A	3668	5576
brunello_ZC3H12C_1	ZC3H12C	4592	5309
brunello_ZC3H12C_2	ZC3H12C	1639	1193
brunello_ZC3H12C_3	ZC3H12C	6650	6947
brunello_ZC3H12C_4	ZC3H12C	1097	1065
brunello_ZC3HAV1_1	ZC3HAV1	3369	2595
brunello_ZC3HAV1_2	ZC3HAV1	2755	2826
brunello_ZC3HAV1_3	ZC3HAV1	5539	4991
brunello_ZC3HAV1_4	ZC3HAV1	3712	2852
brunello_ZC3HAV1L_1	ZC3HAV1L	5750	5355
brunello_ZC3HAV1L_2	ZC3HAV1L	3846	3488
brunello_ZC3HAV1L_3	ZC3HAV1L	5158	7186
brunello_ZC3HAV1L_4	ZC3HAV1L	4483	7008
brunello_ZCCHC2_1	ZCCHC2	5498	4651
brunello_ZCCHC2_2	ZCCHC2	6257	6286
brunello_ZCCHC2_3	ZCCHC2	6272	6506
brunello_ZCCHC2_4	ZCCHC2	2168	1406
brunello_ZEB2_1	ZEB2	500	1078
brunello_ZEB2_2	ZEB2	2429	2502
brunello_ZEB2_3	ZEB2	2275	2870
brunello_ZEB2_4	ZEB2	5430	6430
brunello_ZFHX2_1	ZFHX2	5838	3733
brunello_ZFHX2_2	ZFHX2	1941	1795
brunello_ZFHX2_3	ZFHX2	4147	4230
brunello_ZFHX2_4	ZFHX2	2135	3020
brunello_ZFP3_1	ZFP3	3077	2796
brunello_ZFP3_2	ZFP3	2007	1880
brunello_ZFP3_3	ZFP3	5790	4722
brunello_ZFP3_4	ZFP3	3092	3429
brunello_ZFP36_1	ZFP36	2410	3281
brunello_ZFP36_2	ZFP36	3808	3742
brunello_ZFP36_3	ZFP36	731	275
brunello_ZFP36_4	ZFP36	1121	1262
brunello_ZFP37_1	ZFP37	9554	9020
brunello_ZFP37_2	ZFP37	2785	3401
brunello_ZFP37_3	ZFP37	5934	5170
brunello_ZFP37_4	ZFP37	4310	3764
brunello_ZFYVE16_1	ZFYVE16	3950	3100
brunello_ZFYVE16_2	ZFYVE16	2616	3310
brunello_ZFYVE16_3	ZFYVE16	1731	1745
brunello_ZFYVE16_4	ZFYVE16	5177	4092
brunello_ZFYVE26_1	ZFYVE26	425	474
brunello_ZFYVE26_2	ZFYVE26	2117	976
brunello_ZFYVE26_3	ZFYVE26	3177	2237
brunello_ZFYVE26_4	ZFYVE26	3552	2525
brunello_ZFYVE27_1	ZFYVE27	3020	1947
brunello_ZFYVE27_2	ZFYVE27	3635	3687
brunello_ZFYVE27_3	ZFYVE27	1587	1442
brunello_ZFYVE27_4	ZFYVE27	2385	2756
brunello_ZG16B_1	ZG16B	4187	3192
brunello_ZG16B_2	ZG16B	1756	2013
brunello_ZG16B_3	ZG16B	3103	1830
brunello_ZG16B_4	ZG16B	870	923
brunello_ZKSCAN4_1	ZKSCAN4	2254	2362
brunello_ZKSCAN4_2	ZKSCAN4	4222	3799
brunello_ZKSCAN4_3	ZKSCAN4	2884	1977
brunello_ZKSCAN4_4	ZKSCAN4	3863	3103
brunello_ZKSCAN7_1	ZKSCAN7	4727	5435
brunello_ZKSCAN7_2	ZKSCAN7	4565	5967
brunello_ZKSCAN7_3	ZKSCAN7	3882	3735
brunello_ZKSCAN7_4	ZKSCAN7	5001	3304
brunello_ZMYND15_1	ZMYND15	4307	4384
brunello_ZMYND15_2	ZMYND15	2067	2020
brunello_ZMYND15_3	ZMYND15	2186	2866
brunello_ZMYND15_4	ZMYND15	2091	2377
brunello_ZNF107_1	ZNF107	5694	7785
brunello_ZNF107_2	ZNF107	2079	1196
brunello_ZNF107_3	ZNF107	2479	3041
brunello_ZNF107_4	ZNF107	5675	5259
brunello_ZNF132_1	ZNF132	193	260
brunello_ZNF132_2	ZNF132	5283	4394
brunello_ZNF132_3	ZNF132	5004	4206
brunello_ZNF132_4	ZNF132	861	288
brunello_ZNF140_1	ZNF140	5968	6695
brunello_ZNF140_2	ZNF140	4601	4231
brunello_ZNF140_3	ZNF140	1920	2777
brunello_ZNF140_4	ZNF140	5308	4691
brunello_ZNF148_1	ZNF148	919	657
brunello_ZNF148_2	ZNF148	3905	3127
brunello_ZNF148_3	ZNF148	7787	8450
brunello_ZNF148_4	ZNF148	4436	4293
brunello_ZNF175_1	ZNF175	4465	3224
brunello_ZNF175_2	ZNF175	4302	3742
brunello_ZNF175_3	ZNF175	1105	386
brunello_ZNF175_4	ZNF175	3511	2748
brunello_ZNF181_1	ZNF181	3340	3331
brunello_ZNF181_2	ZNF181	4712	5126
brunello_ZNF181_3	ZNF181	2320	2666
brunello_ZNF181_4	ZNF181	1316	2467
brunello_ZNF189_1	ZNF189	2331	3049
brunello_ZNF189_2	ZNF189	3948	3733
brunello_ZNF189_3	ZNF189	6417	8382
brunello_ZNF189_4	ZNF189	2940	4238
brunello_ZNF2_1	ZNF2	2671	1980
brunello_ZNF2_2	ZNF2	546	952
brunello_ZNF2_3	ZNF2	2531	2847
brunello_ZNF2_4	ZNF2	2122	1492
brunello_ZNF200_1	ZNF200	2022	2582
brunello_ZNF200_2	ZNF200	1119	1405
brunello_ZNF200_3	ZNF200	2626	2819
brunello_ZNF200_4	ZNF200	4134	4562
brunello_ZNF205_1	ZNF205	5252	3455
brunello_ZNF205_2	ZNF205	1794	2179
brunello_ZNF205_3	ZNF205	2373	3271
brunello_ZNF205_4	ZNF205	4354	3824
brunello_ZNF221_1	ZNF221	3625	3276
brunello_ZNF221_2	ZNF221	1267	1469
brunello_ZNF221_3	ZNF221	2685	1236
brunello_ZNF221_4	ZNF221	3013	2575
brunello_ZNF225_1	ZNF225	2554	1209
brunello_ZNF225_2	ZNF225	1220	1835
brunello_ZNF225_3	ZNF225	989	77
brunello_ZNF225_4	ZNF225	2128	2236
brunello_ZNF229_1	ZNF229	3303	2550
brunello_ZNF229_2	ZNF229	2002	2097
brunello_ZNF229_3	ZNF229	2246	934
brunello_ZNF229_4	ZNF229	1337	1067
brunello_ZNF234_1	ZNF234	31	0
brunello_ZNF234_2	ZNF234	2022	1211
brunello_ZNF234_3	ZNF234	2046	1605
brunello_ZNF234_4	ZNF234	1564	1418
brunello_ZNF239_1	ZNF239	2438	1822
brunello_ZNF239_2	ZNF239	2342	1109
brunello_ZNF239_3	ZNF239	4149	3121
brunello_ZNF239_4	ZNF239	1199	540
brunello_ZNF257_1	ZNF257	7114	5879
brunello_ZNF257_2	ZNF257	1900	2315
brunello_ZNF257_3	ZNF257	3875	5015
brunello_ZNF257_4	ZNF257	4535	3764
brunello_ZNF260_1	ZNF260	3946	4604
brunello_ZNF260_2	ZNF260	4665	4128
brunello_ZNF260_3	ZNF260	6005	5871
brunello_ZNF260_4	ZNF260	6180	8663
brunello_ZNF28_1	ZNF28	2765	2731
brunello_ZNF28_2	ZNF28	1710	2571
brunello_ZNF28_3	ZNF28	2296	2954
brunello_ZNF28_4	ZNF28	2018	2297
brunello_ZNF285_1	ZNF285	2973	3345
brunello_ZNF285_2	ZNF285	4015	3691
brunello_ZNF285_3	ZNF285	5108	6437
brunello_ZNF285_4	ZNF285	1666	2658
brunello_ZNF322_1	ZNF322	1371	1930
brunello_ZNF322_2	ZNF322	1640	1030
brunello_ZNF322_3	ZNF322	2261	2272
brunello_ZNF322_4	ZNF322	3678	3588
brunello_ZNF350_1	ZNF350	4198	3672
brunello_ZNF350_2	ZNF350	5791	6205
brunello_ZNF350_3	ZNF350	7161	8504
brunello_ZNF350_4	ZNF350	4141	3931
brunello_ZNF366_1	ZNF366	3347	3128
brunello_ZNF366_2	ZNF366	3356	2181
brunello_ZNF366_3	ZNF366	4186	4046
brunello_ZNF366_4	ZNF366	1818	903
brunello_ZNF384_1	ZNF384	3280	2487
brunello_ZNF384_2	ZNF384	1196	1442
brunello_ZNF384_3	ZNF384	2446	2396
brunello_ZNF384_4	ZNF384	3799	3216
brunello_ZNF385B_1	ZNF385B	1841	1350
brunello_ZNF385B_2	ZNF385B	6655	6226
brunello_ZNF385B_3	ZNF385B	4738	3821
brunello_ZNF385B_4	ZNF385B	2199	2351
brunello_ZNF419_1	ZNF419	6374	6176
brunello_ZNF419_2	ZNF419	6883	7931
brunello_ZNF419_3	ZNF419	2886	4020
brunello_ZNF419_4	ZNF419	2346	2735
brunello_ZNF436_1	ZNF436	2976	1918
brunello_ZNF436_2	ZNF436	1186	429
brunello_ZNF436_3	ZNF436	2740	1838
brunello_ZNF436_4	ZNF436	5561	4819
brunello_ZNF441_1	ZNF441	4715	3928
brunello_ZNF441_2	ZNF441	3702	3496
brunello_ZNF441_3	ZNF441	4236	4409
